id,age,income,prior_outcome,treatment,outcome
0,44.96714153011233,58559.19495829297,4.152480635954594,0,23.50107374004282
1,38.61735698828815,64522.769907992915,4.093171783232292,1,26.504352841934388
2,46.47688538100692,45030.374252250156,1.40871365473997,1,22.15192384338591
3,55.23029856408026,40816.44898238374,4.339819616597126,1,25.806454793342038
4,37.658466252766644,33722.742101633026,6.46565816364349,0,23.08844499723247
5,37.6586304305082,37618.842050315674,2.4515357618464098,1,21.256676307822428
6,55.79212815507391,94236.41637963089,7.096965302101185,1,33.96178481495794
7,47.67434729152909,68670.1937110518,5.9755496421686765,1,28.9672665827206
8,35.30525614065048,29733.88450687968,3.531533356057924,0,20.374600990081607
9,45.42560043585965,30163.130648846447,4.716940725324305,0,21.13100578865308
10,35.365823071875376,57227.99092577737,8.196643615282067,0,26.19794094715303
11,35.34270246429743,58208.97196066951,6.467095627011732,0,24.488237712427548
12,42.41962271566034,58233.25752976046,5.017567309796296,1,26.48312961033854
13,20.86719755342202,46175.66309669453,4.524633366078032,0,20.58292318609977
14,22.750821674869673,48118.186099956496,5.153218140903319,0,21.74628275943018
15,34.37712470759027,54918.19286239036,3.976472884115393,1,23.361145152366372
16,29.87168879665576,51288.39509439996,0.7905009885619707,0,20.18204278877303
17,43.142473325952736,16710.494408786974,9.084355821069462,0,21.393118389779744
18,30.91975924478789,46553.00554137209,5.310649998398803,0,21.310984367596145
19,25.876962986647086,37228.903486095296,5.796294530245074,0,20.853353200705396
20,54.65648768921554,52628.17128362768,4.884184500246183,0,25.048169466567217
21,37.74223699513465,94778.88503905115,3.529766398550824,1,30.152097850000615
22,40.67528204687924,55512.22498211457,4.628151038102459,0,21.462980045156243
23,25.752518137865433,45297.054707414034,1.8012104756113776,1,20.53823153662734
24,34.556172754748175,63827.02252965878,9.554172996106608,1,27.854824437526716
25,41.10922589709866,57240.31830813819,2.530976003155208,0,21.891357196958097
26,28.490064225776973,56301.417356777616,2.936067432305641,1,23.599685688600005
27,43.75698018345672,59102.758898235064,4.119481591227199,1,27.672354923322192
28,33.99361310081195,80848.15347244313,7.576151449704755,0,27.665732577982766
29,37.083062502067236,33036.673470111265,5.029017998525308,0,22.079213125480475
30,33.98293387770603,57104.481152171815,2.527728407939075,0,21.714761310878107
31,58.522781845089376,36104.28305027692,7.508676721514679,1,27.534399669743202
32,39.86502775262066,58332.689695133726,6.462001253570962,0,23.580412000840166
33,29.422890710440996,36219.70232770858,6.076869914432905,1,24.20075753365309
34,48.225449121031886,43739.49779592374,6.431468482341681,0,22.849567460423543
35,27.791563500289776,45573.651286431406,9.788723801164902,1,28.962707592273684
36,42.08863595004755,64637.250790170634,9.370189790072224,0,28.006678404042773
37,20.403298761202244,63776.81665913621,3.6265693139934094,1,25.01444440473999
38,26.718139511015693,31314.239353304234,8.247769985622305,0,21.92123944079744
39,41.96861235869123,50824.01166499773,5.766336379517801,1,26.66118229238413
40,47.38466579995411,39356.30217876241,5.998191632275499,0,23.68199896102674
41,41.7136828118997,31122.42633986998,1.6154583367133428,0,18.53093346653672
42,38.843517176117594,46744.74424363444,4.659228469223608,0,21.853549403957494
43,36.98896304410711,45372.75817316271,3.3743528193268704,0,21.328110395658996
44,25.214780096325725,86400.74729518284,6.6561176297866185,1,28.060283579496943
45,32.801557916052914,56494.397380410446,7.14216100080561,0,23.433889001331767
46,35.393612290402125,29335.73748868644,0.8510272979673772,0,18.396583709609587
47,50.57122226218915,41528.389937435866,4.955930271991459,0,23.90187342644777
48,43.43618289568462,65320.74943144098,7.243723009588504,0,26.736563248985604
49,22.36959844637266,81326.64159304887,4.62664207537311,1,28.236080046784423
50,43.24083969394795,26210.250316430625,6.458127290004729,0,21.843845314316795
51,36.149177195836835,21801.134222914323,5.702330935254168,1,24.179599110067432
52,33.23077999694041,78064.47763057673,5.683320463905253,1,28.35175621880174
53,46.11676288840868,55844.21266056356,4.457370043863405,1,25.23724283991156
54,50.30999522495951,36975.6090218545,2.566838391728581,1,25.130071329835115
55,49.31280119116199,58019.43629183653,2.756939705149945,0,23.929486359043896
56,31.607824767773614,10463.783914746833,6.418705028910635,0,19.221103860370988
57,36.907876241487855,50050.63259895742,5.038916511037766,1,25.95415535240869
58,43.31263431403564,54917.31759264628,4.722975510785551,0,23.197672165298723
59,49.75545127122359,63864.05209306745,4.152219915355295,1,28.01287530377288
60,35.2082576215471,34791.56071561194,4.389622309038496,0,18.12060111566274
61,38.14341023336183,51285.307421050384,7.093823588976279,0,23.59812930292765
62,28.936650259939718,36118.63060910619,4.329511836263946,1,23.44839730020271
63,28.037933759193294,53830.756335114755,2.3178705733968625,1,22.291509929929376
64,48.125258223941984,36569.80516455464,6.4873035510803465,0,23.86689147460268
65,53.56240028570823,43878.48741259669,4.590246672270566,0,22.06950044553151
66,39.27989878419666,35062.769078146564,5.062791731065553,0,23.332367166788867
67,50.03532897892024,59767.043627354855,8.21515661279902,0,28.742892194584407
68,43.61636025047634,62876.76674984998,4.958878885298986,0,24.41573058989649
69,33.54880245394876,46480.69145063879,5.57836734623745,1,24.56094741058539
70,43.61395605508414,50573.56992440043,2.6421530174033494,1,25.06207937329083
71,55.38036566465969,28271.128780496838,4.56066109529808,1,26.496148770923046
72,39.64173960890049,45504.85027989819,6.219052090417202,0,24.443660917024985
73,55.64643655814006,49246.93074437383,1.8892525323175153,1,26.672541423502
74,13.802548959102555,89311.89636544962,5.401690186231419,1,26.210445352378436
75,48.21902504375224,33320.49461338755,5.2015821452896125,0,21.49583085144688
76,40.870470682381715,71962.65858128657,5.082574911174879,1,26.660431737253383
77,37.009926495341325,64952.881601987116,7.074317797316486,0,26.29749569723551
78,40.91760776535502,54209.54606735204,5.668877029697043,1,26.723420556832714
79,20.124310853991073,76379.307262927,7.9561437967128885,0,25.863325725590133
80,37.80328112162488,55581.58208910294,3.0128209688119276,1,25.058001724245624
81,43.57112571511746,55837.38793501893,5.271849134436696,0,25.39065927777766
82,54.77894044741516,49203.19020473682,5.168933572779895,0,23.007697514152273
83,34.81729781726352,68353.53323627941,2.86149101248984,1,24.509303887445046
84,31.915063971068122,66447.03850716326,6.912590004182692,0,26.186425845292355
85,34.982429564154636,40614.84068755682,9.649346611705635,0,24.811465630677073
86,49.15402117702074,30211.292081018488,4.965987851032338,1,23.61111553027164
87,43.287511096596845,46955.290439065146,6.010042176547534,1,27.35085132245462
88,34.70239796232961,37999.421534035304,5.1690369516306545,0,20.115911441217033
89,45.13267433113356,49047.13138076967,3.572830660185648,0,21.97466529154774
90,40.9707754934804,68561.57202026209,1.3584794443959676,1,24.86866233269583
91,49.68644990532889,43140.47517369815,3.5884530338092695,1,24.079635021040005
92,32.979469061226474,49357.649280326375,2.2160832380965374,0,20.78973408064569
93,36.723378534022316,50870.341022125926,8.408204156118236,0,24.917058305312043
94,36.078918468678424,62726.46323307927,4.769780612153522,0,25.104982153344505
95,25.364850518678814,16296.659990230924,4.308161341905659,0,17.486933826919728
96,42.96120277064576,40899.49557852055,6.778307649575612,0,24.479986091282477
97,42.610552721798896,53169.25538419209,2.756497794288224,1,25.029202999012497
98,40.05113456642461,68001.18434640292,3.4662719239908952,1,25.4507094277314
99,37.65412866624853,42621.46328740692,5.136144538497242,0,20.082988277507447
100,25.84629257949586,21851.709409371888,7.057537982846961,0,20.776586339828178
101,35.79354677234641,59295.67168949205,6.003370090337576,0,24.383906265578773
102,36.572854834732304,40469.56416761556,5.496650285031764,0,22.657388155835324
103,31.97722730778381,32155.00011364458,5.156235470472033,0,20.311683646137627
104,38.387142883339905,40634.81915430164,5.80047171105355,0,22.11214587380628
105,44.040508568145384,47232.11963516226,5.40330581025851,0,25.45838047951927
106,58.8618590121053,40928.83003192681,2.9400554504461285,1,23.35875920324934
107,41.74577812831839,16916.509143513962,5.092158443266302,0,20.673905960160514
108,42.57550390722764,63455.99295330698,2.852622682164495,0,22.310645973601666
109,39.25554084233833,69123.12561918084,5.1621650858016475,1,27.13182009705281
110,20.812287847009586,59772.82987009259,4.038704117023517,1,23.472372232755063
111,39.73486124550783,32934.714943627754,10.078763245565723,0,24.52653394119488
112,40.60230209941027,46977.626990787234,4.920211232496576,1,25.76538610525325
113,64.63242112485287,49902.18027155813,2.1915208674768225,1,27.097320429572513
114,38.076390352188774,58981.91584342865,4.731639578646151,0,23.961155943725323
115,43.015473423336125,60025.107330771214,6.038717491275776,0,25.238414064643454
116,39.65288230294757,38987.39301832256,8.346727892305047,1,26.054969346871804
117,28.313219623804677,51229.933346203405,3.821095200122563,1,24.028016722923308
118,51.42822814515021,56859.20606922862,1.83514405195272,0,24.45320829472936
119,47.519330326867745,71837.3348322015,6.633674022861962,0,26.8619111104014
120,47.910319470430466,60567.59809737085,2.2388025882006977,0,22.262850247988823
121,30.90612545205261,61835.850310632784,4.12768911698503,1,24.51525973887557
122,54.02794310936099,51257.39941894041,4.4847590289780115,0,23.62692724151813
123,25.981489372077192,71156.88717805257,4.860733093399784,1,23.357124576060418
124,45.868570938002705,56146.44193939246,6.378328914148671,0,25.709199804914167
125,61.90455625809979,37083.68134739644,3.6327314354272247,1,24.45945673253679
126,30.094636748693116,71050.54955187786,4.452541495666479,1,24.56628870779848
127,34.33702270397228,60468.54908808541,4.971459294101223,1,26.710914564219298
128,40.99651365087641,43354.339683072765,5.2991959150375765,0,21.592424280383042
129,34.96524345883801,42807.60548901135,5.195654349415845,1,24.09513932043385
130,24.493365689338674,54448.63317711143,5.872011550445159,0,24.05825151818972
131,40.68562974806027,56947.77192901377,6.6876790192834745,0,23.704267585109672
132,29.37696286273895,52959.3839844681,5.785268231301936,0,21.32925103516449
133,44.73592430635182,54669.63010164327,5.907171047018437,1,27.4355984679766
134,30.80575765766197,75499.3606186457,1.8355536665070447,1,25.748442124846775
135,55.499344050175395,66073.14728352329,5.100455398331361,0,24.663271734303
136,32.16746707663763,52859.53386897536,5.959015096003217,0,23.677601908201048
137,36.77938483794324,64119.65871151225,6.4578823891409005,0,25.837209806219963
138,48.135172173696695,34512.141447086906,3.6152984515324116,1,21.59780963961197
139,27.69135683566045,55968.90574920213,3.68192145022271,1,24.610064756571646
